SRR057629	SRR057630	SRR057632	SRR057649	SRR057650	SRR057651
ENSG00000213480	12	1	3	11	1	1
ENSG00000213483	2	0	2	0	1	1
ENSG00000213484	1	2	0	1	1	0
ENSG00000213486	4	7	2	4	6	7
ENSG00000213487	3	1	0	1	2	0
ENSG00000213488	10	2	34	2	3	1
ENSG00000213489	4	4	4	13	2	4
ENSG00000213492	10	6	9	5	8	7
ENSG00000213493	157	62	145	162	64	50
ENSG00000213494	3	0	3	6	0	4
ENSG00000213495	3	2	7	3	1	4
ENSG00000213498	1	1	2	1	1	0
ENSG00000213500	16	27	17	12	11	16
ENSG00000213509	1	3	2	1	1	2
ENSG00000213512	0	2	0	0	0	0
ENSG00000213513	14	7	13	7	10	2
ENSG00000213514	42	19	31	18	20	16
ENSG00000213516	217	171	233	149	167	134
ENSG00000213519	0	0	2	3	1	1
ENSG00000213522	5	4	4	5	3	5
ENSG00000213523	143	93	150	76	115	94
ENSG00000213525	0	0	0	0	0	0
ENSG00000213526	9	7	9	7	8	4
ENSG00000213527	1	0	1	0	0	0
ENSG00000213529	11	1	21	8	4	1
ENSG00000213530	5	1	4	0	1	0
ENSG00000213533	6	5	11	6	5	4
ENSG00000213536	1	2	1	0	1	0
ENSG00000213538	10	10	37	6	10	21
ENSG00000213539	26	15	29	33	29	17
ENSG00000213540	32	12	33	18	16	11
ENSG00000213542	18	8	20	14	11	9
ENSG00000213543	0	0	0	1	0	0
ENSG00000213547	0	0	0	0	0	0
ENSG00000213548	1	3	6	2	1	5
ENSG00000213549	0	0	0	0	0	0
ENSG00000213551	22	11	33	16	8	10
ENSG00000213553	1516	1342	2978	1021	1489	1586
ENSG00000213556	0	0	0	0	0	0
ENSG00000213557	1	0	0	0	2	0
ENSG00000213558	8	7	5	4	16	11
ENSG00000213559	0	1	0	2	2	1
ENSG00000213560	91	52	154	40	50	49
ENSG00000213561	7	8	8	4	10	6
ENSG00000213563	211	123	158	52	99	92
ENSG00000213568	9	9	5	10	5	8
ENSG00000213569	30	26	48	31	35	55
ENSG00000213574	25	35	32	34	28	28
ENSG00000213578	0	0	0	0	0	0
ENSG00000213579	24	8	25	4	10	13
ENSG00000213585	299	224	313	230	224	197
ENSG00000213587	1	0	0	0	0	0
ENSG00000213588	33	27	63	32	28	32
ENSG00000213590	0	1	1	2	2	0
ENSG00000213592	1	0	1	0	0	0
ENSG00000213593	185	141	236	153	171	155
ENSG00000213594	2	0	3	1	2	2
ENSG00000213598	105	102	136	106	109	141
ENSG00000213599	0	0	0	0	0	0
ENSG00000213600	0	4	0	0	0	2
ENSG00000213601	1	1	0	0	0	0
ENSG00000213604	2	3	7	1	1	1
ENSG00000213605	0	0	0	0	0	0
ENSG00000213606	0	0	0	0	0	0
ENSG00000213607	0	1	0	0	0	0
ENSG00000213608	1	0	1	0	0	0
ENSG00000213609	98	69	196	58	100	113
ENSG00000213612	0	0	3	0	1	0
ENSG00000213613	51	22	62	44	32	61
ENSG00000213614	149	139	339	136	145	126
ENSG00000213619	162	94	195	90	95	118
ENSG00000213620	0	0	0	0	0	0
ENSG00000213621	40	11	68	10	15	22
ENSG00000213622	0	0	0	0	0	0
ENSG00000213625	440	260	383	444	294	195
ENSG00000213626	91	234	241	124	210	91
ENSG00000213630	11	3	26	3	7	7
ENSG00000213638	8	3	7	4	6	9
ENSG00000213639	1319	1250	2125	967	1189	962
ENSG00000213640	6	2	10	4	4	6
ENSG00000213641	9	7	12	4	5	12
ENSG00000213642	0	0	3	0	0	1
ENSG00000213643	0	0	0	0	0	0
ENSG00000213644	0	0	2	0	0	2
ENSG00000213645	1	2	3	0	0	0
ENSG00000213648	2	1	6	4	6	1
ENSG00000213650	63	54	154	27	55	30
ENSG00000213652	1	0	1	0	0	0
ENSG00000213653	8	4	1	3	4	4
ENSG00000213654	29	35	43	43	38	29
ENSG00000213655	2	1	0	3	0	2
ENSG00000213657	2	3	1	4	5	8
ENSG00000213658	4	0	7	4	2	3
ENSG00000213659	1	0	1	0	0	0
ENSG00000213661	24	31	20	26	29	30
ENSG00000213663	2	0	1	0	1	0
ENSG00000213664	1	0	5	0	0	1
ENSG00000213667	7	2	10	4	4	5
ENSG00000213669	0	0	1	0	1	0
ENSG00000213671	22	13	34	13	25	19
ENSG00000213672	103	38	130	113	67	86
ENSG00000213673	2	3	3	2	2	2
ENSG00000213676	515	249	617	362	293	292
ENSG00000213683	16	15	36	12	11	23
ENSG00000213684	213	96	148	121	122	98
ENSG00000213686	1	0	0	1	0	0
ENSG00000213689	83	97	178	52	55	100
ENSG00000213690	4	0	3	1	0	0
ENSG00000213693	16	15	12	5	18	14
ENSG00000213694	210	81	86	292	164	57
ENSG00000213695	38	20	53	21	23	18
ENSG00000213697	11	1	7	4	3	1
ENSG00000213698	7	9	12	6	6	5
ENSG00000213699	230	182	365	156	181	162
ENSG00000213700	43	15	87	16	13	24
ENSG00000213701	19	17	32	13	23	20
ENSG00000213702	0	0	0	0	0	0
ENSG00000213703	1	0	0	1	0	0
ENSG00000213704	13	11	8	9	10	8
ENSG00000213706	5	0	1	2	0	0
ENSG00000213707	47	28	62	20	23	34
ENSG00000213708	0	1	0	0	0	1
ENSG00000213711	6	3	8	5	4	5
ENSG00000213713	24	10	19	29	21	15
ENSG00000213714	3	2	0	0	2	0
ENSG00000213716	0	0	0	0	0	0
ENSG00000213717	3	1	3	2	1	2
ENSG00000213719	648	502	768	406	514	479
ENSG00000213721	3	0	1	2	3	6
ENSG00000213722	209	122	260	202	154	161
ENSG00000213724	6	7	3	7	12	6
ENSG00000213726	2	0	0	0	1	0
ENSG00000213727	7	0	4	2	2	0
ENSG00000213729	0	1	0	0	0	0
ENSG00000213730	10	0	15	0	5	2
ENSG00000213731	0	0	0	0	1	1
ENSG00000213735	10	3	11	3	3	2
ENSG00000213736	3	2	4	0	1	0
ENSG00000213739	1	0	1	0	0	0
ENSG00000213740	104	65	125	75	68	74
ENSG00000213741	261	268	427	269	288	320
ENSG00000213742	19	7	18	6	5	10
ENSG00000213744	0	2	2	3	4	4
ENSG00000213747	3	1	0	0	0	0
ENSG00000213750	25	7	14	20	20	22
ENSG00000213752	0	0	0	1	1	3
ENSG00000213753	85	64	98	67	64	60
ENSG00000213754	5	0	6	2	1	0
ENSG00000213755	9	7	22	11	12	23
ENSG00000213757	228	126	383	147	174	203
ENSG00000213759	0	0	0	0	0	0
ENSG00000213760	5	1	10	3	3	1
ENSG00000213761	40	5	13	15	14	37
ENSG00000213762	98	71	136	74	75	65
ENSG00000213763	445	204	339	394	306	150
ENSG00000213770	16	7	14	7	7	6
ENSG00000213771	11	10	15	8	5	14
ENSG00000213772	100	57	141	71	71	40
ENSG00000213774	1	0	0	3	0	0
ENSG00000213777	33	13	146	16	18	62
ENSG00000213778	0	0	1	1	1	0
ENSG00000213779	3	3	2	1	3	6
ENSG00000213780	6	1	5	2	4	2
ENSG00000213781	8	7	1	6	1	4
ENSG00000213782	13	15	26	18	22	18
ENSG00000213783	0	0	0	1	1	0
ENSG00000213785	5	1	1	0	3	0
ENSG00000213786	11	17	15	13	14	11
ENSG00000213787	2	0	5	5	2	5
ENSG00000213790	49	35	55	40	38	34
ENSG00000213791	52	33	51	38	31	37
ENSG00000213793	18	4	13	8	5	6
ENSG00000213798	8	4	5	6	12	12
ENSG00000213799	58	42	72	24	37	36
ENSG00000213801	0	0	1	0	0	0
ENSG00000213809	2	1	3	3	1	1
ENSG00000213816	0	0	1	1	1	1
ENSG00000213820	60	17	61	42	33	35
ENSG00000213822	0	0	0	0	0	0
ENSG00000213828	0	1	0	0	0	0
ENSG00000213830	8	6	15	5	7	1
ENSG00000213839	77	61	111	49	56	52
ENSG00000213842	5	4	3	5	3	4
ENSG00000213846	98	42	68	98	82	36
ENSG00000213849	3	1	4	0	9	4
ENSG00000213851	11	7	7	5	8	14
ENSG00000213853	510	328	414	250	318	291
ENSG00000213854	4	2	1	3	7	2
ENSG00000213856	24	12	30	18	17	16
ENSG00000213857	74	38	69	50	52	22
ENSG00000213859	51	18	68	57	49	31
ENSG00000213860	32	18	30	27	14	37
ENSG00000213862	215	137	429	123	150	177
ENSG00000213863	0	0	0	0	0	0
ENSG00000213864	32	15	50	21	23	22
ENSG00000213865	35	31	37	14	20	27
ENSG00000213866	160	114	170	155	134	141
ENSG00000213867	25	14	23	19	11	19
ENSG00000213871	13	4	11	7	7	4
ENSG00000213872	16	6	40	10	7	8
ENSG00000213873	0	0	0	0	0	1
ENSG00000213875	8	5	10	4	7	2
ENSG00000213876	0	0	0	1	0	0
ENSG00000213877	0	0	0	0	0	0
ENSG00000213880	11	5	18	11	8	12
ENSG00000213881	41	27	71	23	27	32
ENSG00000213882	2	1	0	0	0	1
ENSG00000213885	55	28	50	42	54	44
ENSG00000213886	6	15	9	12	6	7
ENSG00000213888	6	2	14	8	5	2
ENSG00000213889	1	3	1	1	2	2
ENSG00000213891	92	48	136	66	59	68
ENSG00000213892	0	0	1	0	0	0
ENSG00000213896	2	1	6	2	0	2
ENSG00000213900	0	0	3	4	1	5
ENSG00000213901	23	15	25	12	15	19
ENSG00000213903	64	59	50	42	64	33
ENSG00000213904	10	1	14	5	3	3
ENSG00000213906	1	0	0	1	0	1
ENSG00000213908	0	0	0	0	0	0
ENSG00000213911	0	0	0	0	0	0
ENSG00000213916	0	0	0	0	0	0
ENSG00000213917	2	6	2	7	7	6
ENSG00000213918	212	173	236	107	148	139
ENSG00000213920	2	1	4	1	0	5
ENSG00000213921	0	0	0	0	0	0
ENSG00000213922	1	0	0	0	0	0
ENSG00000213923	483	375	746	377	405	385
ENSG00000213924	0	3	1	0	1	1
ENSG00000213925	3	4	6	4	1	7
ENSG00000213926	0	0	0	0	0	0
ENSG00000213927	0	0	0	0	0	0
ENSG00000213928	43	112	78	26	67	51
ENSG00000213930	140	91	177	77	79	93
ENSG00000213931	2	0	1	1	1	0
ENSG00000213934	0	0	0	0	0	0
ENSG00000213935	41	18	106	20	18	13
ENSG00000213937	1	0	4	2	3	1
ENSG00000213938	17	11	30	18	13	18
ENSG00000213939	100	88	62	83	77	82
ENSG00000213940	4	0	2	1	1	1
ENSG00000213942	244	155	309	211	229	249
ENSG00000213943	29	20	47	9	12	9
ENSG00000213946	6	8	2	2	1	4
ENSG00000213949	534	219	315	532	318	157
ENSG00000213950	10	6	28	5	7	7
ENSG00000213953	0	0	0	0	0	0
ENSG00000213954	7	10	5	5	7	4
ENSG00000213956	2	1	4	5	3	3
ENSG00000213958	3	1	2	0	4	4
ENSG00000213959	1	1	0	0	0	1
ENSG00000213962	33	12	29	15	12	7
ENSG00000213963	3	3	5	9	1	9
ENSG00000213964	2	0	0	0	1	0
ENSG00000213965	88	64	95	59	71	44
ENSG00000213967	8	2	10	7	1	8
ENSG00000213970	15	11	13	10	9	11
ENSG00000213971	54	43	86	24	42	71
ENSG00000213972	0	0	1	0	2	1
ENSG00000213973	1	1	2	1	0	1
ENSG00000213976	5	1	5	6	1	4
ENSG00000213977	44	29	34	43	22	17
ENSG00000213979	2	1	2	1	1	1
ENSG00000213981	1	1	1	1	1	2
ENSG00000213983	323	186	447	207	196	234
ENSG00000213985	54	29	59	40	40	22
ENSG00000213987	0	0	0	0	0	0
ENSG00000213988	11	9	11	13	5	3
ENSG00000213994	0	0	0	0	0	0
ENSG00000213995	239	159	309	133	171	131
ENSG00000213996	1	2	1	1	2	0
ENSG00000213997	0	1	0	0	0	0
ENSG00000213999	4	1	2	0	1	0
ENSG00000214003	19	10	31	9	6	10
ENSG00000214006	2	0	2	2	0	0
ENSG00000214009	4	6	10	1	3	4
ENSG00000214012	15	20	41	11	16	15
ENSG00000214013	79	53	77	66	67	45
ENSG00000214015	0	0	0	0	0	0
ENSG00000214016	69	15	152	35	35	40
ENSG00000214018	4	1	2	1	4	2
ENSG00000214019	214	158	327	139	182	174
ENSG00000214020	0	0	0	0	0	0
ENSG00000214021	399	158	360	320	225	221
ENSG00000214022	489	303	687	330	313	393
ENSG00000214024	0	1	0	0	0	0
ENSG00000214025	1	0	0	0	0	0
ENSG00000214026	85	38	103	42	41	68
ENSG00000214027	30	35	70	31	24	45
ENSG00000214029	5	6	7	7	4	9
ENSG00000214031	0	0	0	0	0	0
ENSG00000214035	5	3	4	1	5	3
ENSG00000214039	41	41	26	21	21	35
ENSG00000214041	1	0	3	2	0	0
ENSG00000214042	0	0	0	0	0	0
ENSG00000214043	0	0	0	0	0	2
ENSG00000214045	2	1	5	0	1	3
ENSG00000214046	204	158	221	104	178	173
ENSG00000214047	163	83	304	83	100	129
ENSG00000214049	4	0	2	3	0	2
ENSG00000214050	17	10	10	13	8	8
ENSG00000214051	1	0	0	0	0	0
ENSG00000214062	3	1	4	2	2	2
ENSG00000214063	94	30	108	158	58	64
ENSG00000214064	0	0	0	0	0	0
ENSG00000214067	0	0	0	0	0	0
ENSG00000214070	0	2	2	0	0	0
ENSG00000214071	0	1	0	0	0	1
ENSG00000214073	1	0	0	4	0	0
ENSG00000214074	0	0	1	0	0	0
ENSG00000214076	314	15	546	49	14	204
ENSG00000214077	60	21	41	20	19	9
ENSG00000214078	363	283	545	309	301	306
ENSG00000214081	47	4	77	8	4	14
ENSG00000214087	74	59	128	88	45	81
ENSG00000214089	8	5	7	16	7	14
ENSG00000214093	5	0	2	0	5	2
ENSG00000214097	1	0	0	0	0	1
ENSG00000214100	0	1	1	0	0	1
ENSG00000214102	2	0	0	0	0	0
ENSG00000214105	2	0	0	3	1	1
ENSG00000214106	22	31	50	28	14	22
ENSG00000214107	0	0	0	0	0	0
ENSG00000214108	96	16	283	36	21	30
ENSG00000214109	0	0	2	0	0	0
ENSG00000214110	120	110	90	101	110	83
ENSG00000214111	8	9	12	6	8	3
ENSG00000214113	77	24	51	63	27	51
ENSG00000214114	71	50	95	57	35	63
ENSG00000214121	62	39	55	39	46	32
ENSG00000214124	0	0	0	0	0	0
ENSG00000214125	29	14	31	18	26	24
ENSG00000214128	9	1	2	2	1	0
ENSG00000214132	3	1	4	1	3	1
ENSG00000214135	102	73	86	66	86	46
ENSG00000214140	12	4	12	9	6	3
ENSG00000214141	0	0	0	0	0	0
ENSG00000214142	4	4	2	0	1	1
ENSG00000214144	27	20	29	10	25	18
ENSG00000214145	1	1	0	4	0	3
ENSG00000214146	0	6	2	1	0	1
ENSG00000214147	17	7	10	9	14	7
ENSG00000214160	90	59	257	67	71	131
ENSG00000214161	0	0	0	0	0	0
ENSG00000214164	0	0	1	0	0	0
ENSG00000214167	0	0	0	0	0	0
ENSG00000214174	60	27	67	43	25	37
ENSG00000214176	158	106	189	115	85	72
ENSG00000214178	0	0	4	0	1	1
ENSG00000214179	0	0	0	0	0	0
ENSG00000214181	69	30	70	30	25	17
ENSG00000214182	158	160	244	183	178	171
ENSG00000214184	1	3	6	0	2	2
ENSG00000214185	48	46	83	30	34	27
ENSG00000214188	2	0	2	1	2	1
ENSG00000214189	1	2	1	0	0	1
ENSG00000214190	0	0	0	0	0	0
ENSG00000214192	29	19	52	29	23	17
ENSG00000214193	82	56	95	33	63	43
ENSG00000214194	80	31	82	40	46	42
ENSG00000214195	4	4	13	5	3	5
ENSG00000214198	3	2	3	4	0	4
ENSG00000214199	1253	610	1598	587	747	633
ENSG00000214200	0	1	2	0	1	2
ENSG00000214203	37	30	54	38	51	58
ENSG00000214204	2	1	2	1	0	0
ENSG00000214207	62	47	69	29	38	45
ENSG00000214210	0	1	2	0	0	1
ENSG00000214211	2	1	3	0	0	1
ENSG00000214212	3	1	5	6	4	5
ENSG00000214215	1	0	1	2	0	0
ENSG00000214216	0	0	0	1	0	0
ENSG00000214222	14	9	13	9	5	13
ENSG00000214223	130	73	144	119	110	101
ENSG00000214226	5	11	11	11	5	8
ENSG00000214237	0	0	0	1	0	0
ENSG00000214239	0	2	0	1	1	0
ENSG00000214243	5	5	5	1	1	5
ENSG00000214244	14	16	13	10	14	14
ENSG00000214245	0	0	0	0	0	0
ENSG00000214248	1	0	3	2	0	2
ENSG00000214249	7	6	10	3	2	5
ENSG00000214252	13	2	7	7	8	7
ENSG00000214253	262	151	334	186	194	193
ENSG00000214254	0	0	0	0	0	0
ENSG00000214255	7	3	11	6	3	6
ENSG00000214259	54	11	55	37	29	19
ENSG00000214262	0	0	0	0	0	0
ENSG00000214263	3	0	2	1	2	3
ENSG00000214264	16	8	5	8	7	2
ENSG00000214265	0	0	0	0	0	0
ENSG00000214266	0	0	0	0	0	0
ENSG00000214268	2	2	3	3	3	7
ENSG00000214269	18	16	36	23	16	22
ENSG00000214273	0	0	1	1	1	0
ENSG00000214274	51	17	33	32	32	42
ENSG00000214278	6	3	12	2	1	3
ENSG00000214279	52	43	68	38	33	24
ENSG00000214280	6	3	3	3	2	2
ENSG00000214281	0	0	0	0	0	0
ENSG00000214282	19	8	14	3	6	9
ENSG00000214283	0	0	2	0	0	0
ENSG00000214285	0	0	0	0	0	0
ENSG00000214286	2	0	4	1	0	2
ENSG00000214288	0	0	0	0	0	0
ENSG00000214289	5	2	4	3	3	3
ENSG00000214290	18	2	10	16	9	13
ENSG00000214293	16	27	37	24	20	25
ENSG00000214295	0	0	1	0	0	0
ENSG00000214297	46	33	41	44	31	30
ENSG00000214298	0	0	0	0	0	0
ENSG00000214300	8	5	11	8	5	6
ENSG00000214301	1	0	0	0	0	0
ENSG00000214305	0	0	0	0	0	0
ENSG00000214306	0	0	0	0	0	0
ENSG00000214309	8	2	11	5	7	7
ENSG00000214313	187	42	72	64	72	88
ENSG00000214314	0	0	0	0	0	0
ENSG00000214318	0	1	0	1	0	1
ENSG00000214319	0	2	0	1	0	0
ENSG00000214321	5	1	5	6	5	1
ENSG00000214322	3	2	14	2	8	1
ENSG00000214324	0	0	0	0	0	0
ENSG00000214325	0	0	0	0	0	0
ENSG00000214326	1	1	1	0	1	0
ENSG00000214329	0	0	0	0	0	0
ENSG00000214330	0	0	0	0	0	0
ENSG00000214331	38	31	19	31	25	15
ENSG00000214335	3	0	1	0	1	3
ENSG00000214336	0	0	0	0	0	0
ENSG00000214338	0	0	0	0	0	1
ENSG00000214342	0	0	0	0	0	0
ENSG00000214344	0	0	0	0	0	0
ENSG00000214347	0	0	0	0	0	1
ENSG00000214351	0	0	0	0	0	0
ENSG00000214353	0	3	0	0	1	1
ENSG00000214354	46	20	45	15	16	11
ENSG00000214357	279	63	152	291	131	96
ENSG00000214359	1	0	2	0	0	2
ENSG00000214360	0	0	0	1	0	0
ENSG00000214362	22	10	17	14	8	14
ENSG00000214366	3	6	2	5	3	3
ENSG00000214367	94	47	105	51	30	49
ENSG00000214369	1	1	2	1	2	1
ENSG00000214374	15	19	12	20	19	21
ENSG00000214376	15	18	6	6	23	11
ENSG00000214380	37	29	40	32	21	13
ENSG00000214381	0	0	0	0	0	0
ENSG00000214389	417	187	584	306	220	264
ENSG00000214391	65	37	76	69	68	38
ENSG00000214397	0	0	0	0	0	0
ENSG00000214401	21	0	3	11	0	3
ENSG00000214402	71	13	32	40	30	33
ENSG00000214405	0	0	0	1	0	0
ENSG00000214407	0	0	0	0	0	0
ENSG00000214413	82	79	59	73	60	37
ENSG00000214414	0	0	0	0	0	0
ENSG00000214415	0	0	0	0	0	0
ENSG00000214417	6	5	15	5	10	7
ENSG00000214424	8	4	7	7	9	4
ENSG00000214425	38	31	58	14	34	43
ENSG00000214428	0	1	0	0	1	0
ENSG00000214429	0	0	0	0	0	0
ENSG00000214432	3	0	0	2	1	2
ENSG00000214433	1	1	6	1	1	3
ENSG00000214434	5	10	15	5	8	9
ENSG00000214435	3	0	0	0	1	2
ENSG00000214439	8	3	6	2	5	3
ENSG00000214447	0	0	0	0	0	0
ENSG00000214455	230	109	244	192	116	108
ENSG00000214456	95	8	64	69	35	64
ENSG00000214457	0	0	0	0	0	0
ENSG00000214460	73	88	181	49	104	130
ENSG00000214465	5	4	8	4	5	2
ENSG00000214479	0	0	0	0	0	0
ENSG00000214484	1	1	1	1	0	2
ENSG00000214485	236	191	313	251	256	218
ENSG00000214487	0	0	0	0	2	0
ENSG00000214491	12	0	2	17	3	1
ENSG00000214510	1	2	1	10	10	1
ENSG00000214511	0	0	0	0	1	0
ENSG00000214513	0	2	1	1	0	0
ENSG00000214514	7	2	3	4	5	3
ENSG00000214517	323	233	315	218	230	205
ENSG00000214518	0	0	0	0	0	0
ENSG00000214525	0	0	0	0	0	0
ENSG00000214526	1	1	1	1	0	2
ENSG00000214530	269	131	308	120	141	251
ENSG00000214533	6	6	9	1	7	8
ENSG00000214534	1	0	0	1	0	0
ENSG00000214535	179	178	246	233	210	237
ENSG00000214541	57	26	115	50	33	32
ENSG00000214544	16	7	12	12	12	11
ENSG00000214546	0	0	9	1	1	3
ENSG00000214548	642	217	318	531	277	281
ENSG00000214549	3	3	1	2	2	1
ENSG00000214552	14	6	7	8	11	9
ENSG00000214553	0	1	1	3	0	0
ENSG00000214556	1	0	0	0	0	0
ENSG00000214558	62	30	58	27	19	22
ENSG00000214559	0	0	0	0	0	0
ENSG00000214560	0	0	0	0	0	0
ENSG00000214561	13	13	29	8	12	9
ENSG00000214562	6	5	4	5	4	2
ENSG00000214563	0	2	6	5	0	1
ENSG00000214566	2	0	0	4	3	2
ENSG00000214575	4	1	5	10	4	3
ENSG00000214578	23	19	16	15	27	30
ENSG00000214581	0	1	0	0	0	0
ENSG00000214584	4	7	10	3	1	1
ENSG00000214593	16	0	8	6	5	7
ENSG00000214595	30	89	216	34	45	18
ENSG00000214597	0	0	0	0	1	0
ENSG00000214602	1	0	0	0	0	1
ENSG00000214604	0	0	1	0	0	0
ENSG00000214607	1	0	0	0	0	0
ENSG00000214612	28	35	31	45	27	42
ENSG00000214614	0	0	0	0	0	0
ENSG00000214617	8	0	3	2	6	6
ENSG00000214626	1	0	1	0	1	0
ENSG00000214628	0	0	0	0	0	0
ENSG00000214629	0	0	0	0	0	0
ENSG00000214641	9	7	6	5	8	5
ENSG00000214642	0	0	0	0	0	0
ENSG00000214643	0	0	0	0	0	0
ENSG00000214645	0	0	0	0	0	0
ENSG00000214646	2	0	2	3	1	3
ENSG00000214650	4	1	4	1	2	4
ENSG00000214651	1	4	5	3	1	2
ENSG00000214652	3	0	7	4	4	3
ENSG00000214653	93	62	125	67	64	69
ENSG00000214654	18	2	14	9	12	13
ENSG00000214655	621	407	732	390	382	410
ENSG00000214657	2	1	1	0	0	3
ENSG00000214659	7	1	1	1	3	1
ENSG00000214660	0	1	0	1	0	0
ENSG00000214668	2	0	0	0	1	0
ENSG00000214669	0	0	0	0	0	0
ENSG00000214670	0	0	0	0	0	0
ENSG00000214671	0	1	0	1	0	0
ENSG00000214676	1	1	0	1	0	0
ENSG00000214681	0	0	0	0	0	0
ENSG00000214684	0	0	0	0	0	0
ENSG00000214686	1	0	0	0	0	0
ENSG00000214688	1	1	0	0	0	0
ENSG00000214691	0	1	0	0	0	0
ENSG00000214694	2	3	6	8	4	7
ENSG00000214695	0	0	0	0	0	0
ENSG00000214696	0	0	0	0	0	0
ENSG00000214700	1	0	2	2	0	0
ENSG00000214702	0	0	0	1	1	0
ENSG00000214706	198	61	237	121	89	143
ENSG00000214708	2	3	2	4	1	7
ENSG00000214711	0	4	3	1	2	2
ENSG00000214717	214	147	391	168	138	200
ENSG00000214719	4	2	6	3	3	4
ENSG00000214720	3	3	0	1	1	1
ENSG00000214725	0	1	0	1	2	0
ENSG00000214727	2	5	5	4	4	3
ENSG00000214732	0	0	0	0	0	0
ENSG00000214733	2	9	7	3	10	6
ENSG00000214736	0	0	0	0	0	0
ENSG00000214743	5	4	13	2	7	2
ENSG00000214745	8	0	7	0	2	2
ENSG00000214748	2	1	3	4	2	0
ENSG00000214753	268	157	321	223	208	218
ENSG00000214754	1	2	0	1	0	0
ENSG00000214756	21	9	27	14	12	16
ENSG00000214759	0	0	0	0	0	0
ENSG00000214760	0	6	1	2	5	6
ENSG00000214761	4	5	2	0	5	3
ENSG00000214765	74	42	108	75	51	70
ENSG00000214770	1	1	5	0	0	2
ENSG00000214772	0	0	3	1	0	0
ENSG00000214773	0	2	2	0	0	0
ENSG00000214776	4	1	0	4	2	0
ENSG00000214782	3	1	1	0	0	1
ENSG00000214783	17	20	20	20	16	13
ENSG00000214784	77	48	133	58	62	55
ENSG00000214787	3	0	0	3	2	0
ENSG00000214788	0	0	0	0	0	0
ENSG00000214794	2	2	1	1	0	2
ENSG00000214796	19	23	39	7	13	27
ENSG00000214797	1	1	0	0	1	0
ENSG00000214803	0	0	0	0	0	0
ENSG00000214807	6	1	5	2	0	0
ENSG00000214810	9	5	5	8	8	3
ENSG00000214812	29	14	29	17	8	3
ENSG00000214814	0	1	1	0	1	1
ENSG00000214815	3	1	11	2	2	2
ENSG00000214819	0	0	0	0	0	0
ENSG00000214820	52	27	53	37	27	8
ENSG00000214821	1	3	1	1	2	0
ENSG00000214822	0	1	0	2	1	2
ENSG00000214823	1	0	0	0	0	0
ENSG00000214825	7	2	16	5	5	11
ENSG00000214826	36	21	63	19	29	30
ENSG00000214827	2	6	10	5	5	5
ENSG00000214832	30	23	40	19	21	24
ENSG00000214835	0	1	1	3	1	0
ENSG00000214837	4	0	5	2	5	4
ENSG00000214841	0	0	0	0	0	0
ENSG00000214842	0	0	0	1	0	1
ENSG00000214843	2	0	0	1	0	0
ENSG00000214844	0	0	0	0	0	0
ENSG00000214846	19	6	18	19	7	10
ENSG00000214851	0	0	3	0	2	0
ENSG00000214853	1	2	2	3	1	1
ENSG00000214854	0	0	0	0	0	0
ENSG00000214855	2	2	1	1	3	1
ENSG00000214856	4	1	1	2	2	1
ENSG00000214857	78	60	106	51	65	99
ENSG00000214860	3	0	1	1	0	1
ENSG00000214866	0	1	1	0	1	0
ENSG00000214867	4	2	4	1	4	3
ENSG00000214869	10	9	12	5	6	6
ENSG00000214870	7	23	27	4	12	2
ENSG00000214871	0	0	2	1	0	0
ENSG00000214872	3	28	1	3	9	1
ENSG00000214875	0	1	0	0	2	0
ENSG00000214878	0	1	0	1	0	0
ENSG00000214880	0	0	0	0	0	0
ENSG00000214881	74	27	72	34	26	31
ENSG00000214883	0	0	1	1	3	0
ENSG00000214886	3	0	0	0	1	1
ENSG00000214888	0	0	0	0	0	0
ENSG00000214889	0	0	0	0	0	0
ENSG00000214890	8	8	9	6	7	4
ENSG00000214891	1	0	0	0	0	0
ENSG00000214892	32	7	37	21	11	14
ENSG00000214894	3	1	2	4	0	0
ENSG00000214896	1	0	0	1	0	0
ENSG00000214897	0	0	0	0	1	1
ENSG00000214900	2	12	11	4	12	7
ENSG00000214903	0	0	0	0	1	0
ENSG00000214904	3	5	9	5	3	5
ENSG00000214908	7	3	8	11	9	8
ENSG00000214914	8	6	8	7	7	10
ENSG00000214915	0	0	0	0	0	0
ENSG00000214917	2	3	0	2	4	4
ENSG00000214919	0	0	0	1	0	0
ENSG00000214921	0	0	0	0	0	0
ENSG00000214922	11	9	8	9	0	6
ENSG00000214925	9	6	9	7	5	10
ENSG00000214929	1	0	0	0	1	0
ENSG00000214930	0	0	1	0	0	0
ENSG00000214940	87	71	137	72	82	85
ENSG00000214941	59	34	93	56	70	71
ENSG00000214942	0	0	0	0	0	0
ENSG00000214943	0	0	0	0	0	0
ENSG00000214944	81	26	19	76	40	30
ENSG00000214946	1	1	0	1	0	2
ENSG00000214954	1	11	5	4	5	3
ENSG00000214955	1	0	1	1	0	0
ENSG00000214960	12	10	4	1	4	5
ENSG00000214961	15	16	24	7	10	6
ENSG00000214967	178	156	271	148	146	199
ENSG00000214970	0	0	0	0	0	0
ENSG00000214973	25	9	43	22	23	24
ENSG00000214975	167	183	252	101	210	130
ENSG00000214976	2	0	0	2	1	1
ENSG00000214978	0	0	0	0	0	0
ENSG00000214980	4	2	3	0	1	2
ENSG00000214982	22	13	28	15	11	10
